document_id,process_id,title,folder,agency,action_type,state,register_date,total_count
9435,1003702,PROGRAMMATIC - Servicewide Benefits Sharing Project To Clarify the Rights and Responsibilities of Researchers and National Park Service (NPS) Management in Connection with the Use of Valuable Discoveries Inventions and Other Developments across the United States,EisDocument-UOFA-01571,National Park Service,Conservation/Restoration/ Bio. Resource use,,11/27/09,10
7549,1002759,Mesaba Energy Project Proposes to Design Construct and Operate a Coal-Based Integrated Gasification Cycle(IGCC) Electric Power Generating Facility Located in the Taconite Tax Relief Area (TTRA) Itasca and St. Louis Counties MN,EisDocument-UOFA-02130,Department of Energy,Energy generation/transmission,MN,11/20/09,2
9469,1003714,PROGRAMMATIC - Toward an Ecosystem Approach for the Western Pacific Region: From Species-Based Fishery Management Plans to Place-Based Fishery Ecosystem Plans Bottomfish and Seamount Groundfish Coral Reef Ecosystems Crustaceans Precious Corals Pelagics Implementation American Samoa Commonwealth of the Northern Mariana Islands Hawaii U.S. Pacific Remote Island Area,EisDocument-UOFA-01715,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,,10/30/09,9
13382,1004971,US-36 Corridor Multi-Modal Transportation Improvements between I-25 in Adams County and Foothills Parkway/Table Mesa Drive in Boulder Adams Denver Broomfield Boulder and Jefferson Counties CO,EisDocument-UOFA-00844,Federal Highway Administration,Transportation,CO,10/30/09,1
12559,1004572,Thom-Seider Vegetation Management and Fuels Reduction Project To Respond to the Increasing Density and Fuels Hazard Evident along the Klamath River between Hamburg and Happy Camp Klamath National Forest Siskiyou County CA,EisDocument-UOFA-01722,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,10/23/09,1
8895,1003272,Northwest Sands Restoration Project Restoring the Pine Barren Ecosystem Implementation Washburn District Ranger Chequamegon-Nicolet National Forest Bayfield County WI,EisDocument-UOFA-01628,Forest Service,Conservation/Restoration/ Bio. Resource use,WI,10/16/09,2
10330,2000922,Red Dog Mine Extension - Aqqaluk Project Reissuance Permit Applications for National Pollutant Discharge Elimination System (NPDES) Permit and New Information Chukchi Sea AK,EisDocument-UOFA-02447,Environmental Protection Agency,Mineral Resource Extraction,AK,10/9/09,21
11240,1004105,Sequoia National Forest Motorized Travel Management Project Prohibit Cross-Country Travel for Managing Motorized Travel Kern River Western Divide Ranger Districts Sequoia National Forest Tulare County CA,EisDocument-UOFA-02468,Forest Service,Recreation,CA,10/9/09,2
773,1000237,Ashley National Forest Motorized Travel Plan To Improve Management of Public Summer Motorized Use by Designating Roads and Motorized Trails and Limiting Dispersed Camping to Areas Duchesne Daggett Uintah Counties Utah and Sweetwater County Wyoming,EisDocument-UOFA-02208,Forest Service,Recreation,UT,10/2/09,1
6261,1002297,Kenai National Wildlife Refuge Draft Revised Comprehensive Conservation Plan Implementation AK,EisDocument-UOFA-01568,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,AK,9/18/09,3
10864,1003955,Salmon-Challis National Forest (SCNF) Proposes Travel Planning and OHV Route Designation Lemhi Custer and Butte Counties ID,EisDocument-UOFA-01996,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,9/18/09,1
191,1003704,ADOPTION - PROGRAMMATIC - South Bay Salt Pond Restoration Project Restored Tidal Marsh Managed Ponds Flood Control Measures and Public Access Features Don Edward San Francisco Bay National Wildlife Refuge Alameda Santa Clara and San Mateo Counties CA,EisDocument-UOFA-00429,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,CA,9/4/09,1
5955,2000537,Inyo National Forest Motorized Travel Management Project Implementation Inyo Mono Fresno Madera and Tulare Counties CA and Mineral and Esmeralda Counties NV,EisDocument-UOFA-02453,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,NV,9/4/09,2
3987,1001446,Fire Management Plan Management of Wildland and Prescribed Fire Protection of Human Life and Property Restoration and Maintence of Fire Dependent Ecosystems and Reduction of Hazardous Fuels Grand Canyon National Park Coconino County AZ,EisDocument-UOFA-01948,National Park Service,Conservation/Restoration/ Bio. Resource use,AZ,8/28/09,1
12583,1004580,Three Rivers Stone Quarry Expansion Project Proposing to Expand the Quarry Operation up to an Additional 73 Acres to Increase Mine Production of Flaystone Custer County ID,EisDocument-UOFA-01700,Bureau of Land Management,Mineral Resource Extraction,ID,8/7/09,1
289,2000019,Advanced Technology Solar Telescope Project Issuing Special Use Permit to Operate Commercial Vehicles on Haeakala National Park Road during the Construction of Site at the University of Hawai'i Institute for Astronomy Haleakala High Altitude Observatory (HO) Site Island of Maui HI,NSF_0001,National Science Foundation,,HI,7/31/09,1
1812,1000622,Calhoun Port Authority's Proposed Matagorda Ship Channel Improvement Project to Widened and Deepen Berthing Facilities US Army COE Section 10 and 404 Permits Calhoun and Matagorda Counties TX,EisDocument-UOFA-02354,U.S. Army Corps of Engineers,,TX,7/31/09,1
1941,1000674,Canyons of the Ancients National Monument Resource Management Plan To Address Future Management Options for Approximately 165.00 Acres of Land Dolores and Montezuma Counties CO,EisDocument-UOFA-01149,Bureau of Land Management,Land Management Plan,CO,7/31/09,1
1665,1000570,C-111 Spreader Canal Western Project To Restore Ecosystem Function in Taylor Slough and Florida Bay Areas Central and Southern Florida Project Comprehensive Everglades Restoration Plan (CERP) Everglades National Park Miami-Dade County FL,EisDocument-UOFA-01390,U.S. Army Corps of Engineers,Water Works,FL,7/17/09,1
12452,1004532,Telegraph Project Area Proposes to Implement Multiple Resource Management Actions Northern Hills Ranger District Black Hills National Forest Lawrence and Pennington Counties SD,EisDocument-UOFA-02365,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,7/10/09,2
6825,1002509,Logjam Timber Sale Project Proposes Timber Harvesting from 4 Land Use Designations Tongass Land and Resource Management Plan Thorne Bay Ranger District Tongass National Forest Prince of Wales Island AK,EisDocument-UOFA-02353,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,AK,7/2/09,3
7720,1002827,Miller West Fisher Project Proposes Land Management Activities including Timber Harvest Access Management Road Storage and Decommissioning Prescribed Burning and Precommercial Thinning Miller Creek West Fisher Creek and the Silver Butte Fisher River Libby Ranger District Kootenai National Forest Lincoln County MT,EisDocument-UOFA-02006,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,7/2/09,1
9509,1003728,PROGRAMMATIC EIS - Mississippi Coastal Improvements Program (MsCIP) Comprehensive Plan Implementation Hancock Harrison and Jackson Counties MS,EisDocument-UOFA-02056,U.S. Army Corps of Engineers,Water Works,MS,7/2/09,6
1268,1000425,Big Stone II Power Plant and Transmission Project Addresses the Impacts of Changes to the Proposed Action relative to Cooling Alternatives and the Use of Groundwater as Backup Water Source US Army COE Section 10 and 404 Permits Grant County SD and Big Stone County MN,EisDocument-UOFA-02439,WAP,Energy generation/transmission,MN,6/26/09,2
6573,1002411,Lakeview-Reeder Fuels Reduction Project Proposed Fuels Reduction and Road Treatment Activities Idaho Panhandle National Forests Priest Lake Ranger District Bonner County ID,EisDocument-ALIGN-00015,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,6/12/09,2
11436,1004179,Sitka Rocky Gutierrez Airport Master Plan Improvements to the Runway Safety Area Taxiway. Seaplane Pullout Approach Lighting System and the Seawall US Army COE Section 10 and 404 Permits NPDES Permit AK,EisDocument-UOFA-01532,Federal Aviation Administration,Transportation,AK,5/22/09,2
10706,1003909,Round Valley Fuels Reduction and Vegetation Management Project Proposes to Reduce Fuel and Manage Vegetation Funding Goosenest Ranger District Klamath National Forest Siskiyou County CA,EisDocument-UOFA-01450,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,5/1/09,3
8352,1003060,Navy Timber Sale Project To Address the Potential Effects of Timber Harvesting on Etolin Island Wrangell Ranger District Tongass National Forest AK,EisDocument-UOFA-02226,Forest Service,Conservation/Restoration/ Bio. Resource use,AK,4/24/09,1
13970,1005065,Warm Fire Recovery Project Removal of Fire-Killed Trees Reforestation Fuel Reduction and Road Reconstruction of Wildland Fire Burn Portion Coconino County AZ,EisDocument-UOFA-01423,Forest Service,Conservation/Restoration/ Bio. Resource use,AZ,4/3/09,1
901,1000459,BLT Project Proposed Vegetation Management Activities Crescent Ranger District Deschutes National Forest Deschutes County OR,EisDocument-UOFA-00497,Forest Service,Land Management Plan,OR,3/27/09,1
9351,1003667,PROGRAMMATIC - Marine Mammal Health and Stranding Response Program (MMHSRP) Day-to-Day Operation on Stranding Response Rehabilitation Release and Disentanglement Activities,EisDocument-UOFA-02341,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,,3/6/09,2
17462,2000173,Cape Wind Energy Project,BOEM_6000,Bureau of Ocean Energy Management,,MA,1/1/09,2
8213,1003000,National Bio and Agro-Defense Facility Preferred Alternative is (2) Manhattan Campus Site Propose to Site Construct and Operate at one of the Proposed Locations: (1) South Milledge Avenue Site Clarke County GA; (2) Manhattan Campus Site Riley County KS; (3) Flora Industrial Park Site Madison County MS; (4) Plum Island Site Suffolk County NY; (5) Umstead Research Park Site Granville County NC; and (6) Texas Research Park Site Bexar and Medina Counties TX,EisDocument-UOFA-00642,Department of Homeland Security,Government Facilities/Operations,,12/12/08,4
14349,2001232,Wild and Scenic River Suitability Study for National Forest System Lands on the Ashley Dixie Fishlake Manti-La Sal Uinta and Wasatch-Cache National Forests in UT and Portion of National Forests extend into Colorado and Wyoming several counties UT Montrose County CO and Uinta County WY,EisDocument-UOFA-01402,Forest Service,Conservation/Restoration/ Bio. Resource use,UT;CO;WY,12/12/08,11
2074,170,Cayuga Project Proposed Vegetation and Transportation Management Activities northeast of Clam Lake Preferred Alternative Selected Alternative 7 Great Divide Ranger District Chequamegon-Nicolet National Forest Ashland County WI,EisDocument-UOFA-00137,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,WI,12/5/08,2
7120,1002618,Lyle Falls Fish Passage Project To Improve Fish Passage to Habitat in the Upper Part of the Watershed Located on the Lower Klickitat River Klickitat County WA,EisDocument-UOFA-02459,Bonneville Power Administration,Conservation/Restoration/ Bio. Resource use;Energy generation/transmission,WA,12/5/08,1
9248,1003634,PROGRAMMATIC - Designation of Energy Corridors in 11 Western States Preferred Location of Future Oil Gas and Hydrogen Pipelines and Electricity Transmission and Distribution Facilities on Federal Land AZ CA CO ID MT NV NM UT WA and WY,EisDocument-UOFA-02326,Department of Energy,Energy generation/transmission,,11/28/08,2
11859,1004340,Southern Rockies Canada Lynx Amendment Preferred Alternative is Alternative F Incorporating Management Direction for Canada Lynx Habitat by Amending Land and Resource Management Plans for Arapaho-Roosevelt Pike-San Isabel Grand Mesa-Uncompahgre-Gunnison San Juan Rio Grande and Medicine Bow-Routt National Forests Implementation CO and WY,2008_7041,Forest Service,,CO,11/14/08,1
494,1000137,Amendment 16 to the Fishery Management Plan for the Snapper Grouper Fishery Address Overfishing Bycatch Management Reference Points and Allocations for Snapper Grouper Species Implementation South Atlantic Region,NOAA_0021,National Oceanic and Atmospheric Administration,,,11/7/08,2
1346,2000127,Black Mesa Project Revisions to the Life-of-Mine Operation and Reclamation for the Kayenta and Black Mesa Surface-Coal Mining Operations Right-of-Way Grant Mohave Navajo Coconino and Yavapai Counties AZ and Clark County NV,EisDocument-UOFA-01451,Office of Surface Mining Reclamation and Enforcement,Mineral Resource Extraction,AZ,11/7/08,5
9180,1003609,PROGRAMMATIC - Ala Kahakai National Historic Trail Comprehensive Management Plan To Provide Long-Term Direction for Natural and Cultural Resource Island of Hawaii HI,EisDocument-UOFA-00746,National Park Service,Conservation/Restoration/ Bio. Resource use,HI,11/7/08,4
9289,1003649,PROGRAMMATIC - Geothermal Leasing in the Western United States,2008_7035,Bureau of Land Management,,,10/24/08,10
12232,1004472,Sunrise Powerlink Transmission Line Project Proposed Land Use Plan Amendment Construction and Operation of a New 91-mile 500 kilovolt (kV) Electric Transmission Line from Imperial Valley Substation (in Imperial Co. near the City of El Centro) to a New Central East Substation (in Central San Diego County) Imperial and San Diego Counties CA,EisDocument-UOFA-02166,Bureau of Land Management,Energy generation/transmission,CA,10/17/08,2
14203,1005147,Western Oregon Bureau of Land Management Districts of Salem Eugene Roseburg Coos Bay and Medford Districts and the Klamath Falls Resource Area of the Lakeview District Revision of the Resource Management Plans Implementation OR,EisDocument-UOFA-00783,Bureau of Land Management,Land Management Plan,,10/17/08,1
1658,1000567,Butte Resource Management Plan Implementation Beaverhead Broadwater Deerlodge Gallatin Jefferson Lewis and Clark Silver Bow and Park Counties MT,EisDocument-UOFA-02036,Forest Service,Land Management Plan,MT,9/26/08,1
7614,2000668,Mid-Chesapeake Bay Island Ecosystem Restoration Integrated Feasibility Study Using Uncontaminated Dredged Material from the Upper Chesapeake Bay Approach Channels to the Port of Baltimore to Restore and Protect Island Habitat in the Middle Portion of Chesapeake Bay Dorchester County MD,2008_7029,U.S. Army Corps of Engineers,,MD,9/26/08,1
8116,1003061,NC 12 Replacement of Herbert C. Bonner Bridge (Bridge No. 11) Revisions and Additions over Oregon Inlet Construction Funding US Coast Guard Permit Special-Use-Permit Right-of-Way Permit US Army COE Section 10 and 404 Permit Dare County NC,2008_7030,Federal Highway Administration,,NC,9/26/08,1
767,1000234,Ashland Forest Resiliency Project To Recover from Large-Scale High-Severity Wild Land Fire Upper Bear Analysis Area Ashland Ranger District Rogue River-Siskiyou National Forest Jackson County OR,EisDocument-UOFA-01591,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,9/19/08,1
7930,1002924,Monticello Field Office Resource Management Plan To Guide the Management of Public Land Southern two-third of San Juan County and small portion on the Northern boundary within Grand County UT,EisDocument-UOFA-02492,Bureau of Land Management,Land Management Plan,UT,9/5/08,2
10112,2000865,Price Field Resource Management Plan Selected the Preferred Alternative D Non-Wilderness Study Area (WSA) Lands with Wilderness Characteristics. Implementation Carbon and Emery Counties UT,2008_7021,Bureau of Land Management,,UT,8/29/08,2
3499,1001275,East Maury Fuels and Vegetation Management Project Proposed Fuels and Vegetation Treatments Reduce the Risk of Stand Loss Lookout Mountain Ranger District Ochoco National Forest Crook County OR,EisDocument-UOFA-01586,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,8/15/08,2
1211,1000403,Bienville Offshore Energy Terminal (BOET) Deepwater Port License Application (Docket # USCG-2006-24644) Proposes to Construct and Operate a Liquefied Natural Gas Receiving and Regasification Facility Outer Continental Shelf of the Gulf of Mexico South of Fort Morgan AL,USCG_0009,U.S. Coast Guard,,AL,8/8/08,1
2784,1000997,Cottonwood Resource Management Plan Implementation Latah Clearwater Nez Perce Lewis Idaho and Adams Counties ID,2008_7013,Bureau of Land Management,,ID,8/8/08,1
10493,1003833,Richfield Field Office Resource Management Plan Implementation Future Management of the Public Lands and Resource Glen Canyon National Recreation Area Capitol Reef and Canyonlands National Parks Sanpete Sevier Piute Wayne and Garfield Counties UT,EisDocument-ALIGN-00387,Bureau of Land Management,Land Management Plan,UT,8/8/08,6
6194,1002268,Kanab Field Office Resource Management Plan Implementation Portions of Kane and Garfield Counties UT,EisDocument-UOFA-02001,Bureau of Land Management,Land Management Plan,UT,7/18/08,3
8019,1002955,Mountain Lake Fisheries Management Plan for the North Cascades National Service Complex Implementation North Cascades National Park Whatcom Skagit and Chelan Counties WA,EisDocument-UOFA-01804,National Park Service,Conservation/Restoration/ Bio. Resource use,WA,7/18/08,1
9315,1003658,PROGRAMMATIC - Integrated Ocean Drilling Program - United States Implementing Organizations Participation in the Development of Scientific Ocean Drilling IODP-USIO,EisDocument-UOFA-01357,National Science Foundation,Conservation/Restoration/ Bio. Resource use;Government Facilities/Operations,,7/18/08,1
11958,1004374,Spokane Tribes Integrated Resource Management Plan (IRMP) for the Spokane Indian Reservation Implementation Stevens County WA,EisDocument-UOFA-00813,Bureau of Indian Affairs,Energy generation/transmission,WA,6/20/08,3
11589,1004235,South Atlantic Snapper Grouper Fishery Amendment 14 to Establish Eight Marine Protected Areas in Federal Waters Implementation South Atlantic Region,EisDocument-UOFA-02305,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,,6/13/08,4
1644,1000561,Bussel 484 Project Area Manage the Project Area to Achieve Desired Future Conditions for Vegetation Fire Fuels Recreation Access Wildlife Fisheries Soil and Water Idaho Panhandle National Forest St. Joe Ranger District Shoshone County ID,EisDocument-UOFA-02240,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,6/6/08,1
6708,1002463,Libby (FEC) to Troy Section of BPA's Libby to Bonner Ferry 115-kilovolt Transmission Line Project Rebuilding Transmission Line between Libby and Troy Lincoln County MT,EisDocument-UOFA-02333,Bonneville Power Administration,Energy generation/transmission,MT,5/30/08,2
9727,1003450,Perk-Grindstone Fuel Reduction Project To Protect Life Property and Natural Resources Village of Ruidoso Lincoln National Forest Lincoln County New Mexico,EisDocument-UOFA-00392,Forest Service,Conservation/Restoration/ Bio. Resource use,NM,5/16/08,1
5215,1001898,Hawaii Range Complex (HRC) Project Preferred Alternative is 3 To Support and Maintain Navy Pacific Fleet Training and Research Development Test and Evaluation (RDT&E) Operations Kauai Honolulu Maui and Hawaii Counties HI,EisDocument-UOFA-00941,United States Navy,Government Facilities/Operations,HI,5/9/08,1
5991,1002193,Iyouktug Timber Sales Proposes Harvesting Timber Implementation Hoonah Ranger District Tongass National Forest Hoonah AK,EisDocument-UOFA-02108,Forest Service,Conservation/Restoration/ Bio. Resource use,AK,5/9/08,6
2696,1000962,Cooney McKay Forest Health and Fuels Reduction Project Proposed to Restore Desirable Vegetative Conditions Swan Valley near Condon Swan Lake Ranger District Flathead National Forest Lake and Missoula Counties MT,EisDocument-UOFA-01994,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,5/2/08,1
12768,1004652,Trapper Bunk House Land Stewardship Project Reduce Risk from Stand-Replacing and Uncontrollable Fires Improve Resiliency and Provide Forest Products Fuel Reduction Research and Watershed Improvement Bitterroot National Forest Darby Ranger District Ravalli County MT,EisDocument-UOFA-02164,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,4/25/08,12
778,1000239,Aspen Range Timber Sale and Vegetation Treatment Project New Updated Version Preferred Alternative is 5 Proposal to Treat Forested and Nonforested Vegetation Caribou-Targhee National Forest Soda Springs Ranger District Caribou County ID,EisDocument-UOFA-01716,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,3/21/08,2
3980,1001444,Fire Fuels and Related Vegetation Management Direction Plan Amendment Upper Snake River District (The District) Amending 12 Existing Land Use Plans Several Counties ID,EisDocument-UOFA-01859,Bureau of Land Management,Land Management Plan,ID,2/29/08,2
9062,1003337,Oneida Nation of New York Conveyance of Lands into Trust Proposes to Transfer 17 370 Acre of Fee Land into Federal Trust Status Oneida Madison and New York Counties NY,EisDocument-UOFA-01652,Bureau of Indian Affairs,Land Exchange,NY,2/22/08,2
12566,1004574,Thorn Fire Salvage Recovery Project Salvaging Dead and Dying Timber Shake Table Fire Complex Malheur National Forest Grant County OR,EisDocument-UOFA-00658,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,2/22/08,3
1114,1000369,Beaverhead-Deerlodge National Forest Draft Revised Land and Resource Management Plan Implementation Beaverhead Butte-Silver Bow Deerlodge Granite Jefferson Madison Counties MT,2008_7004,Forest Service,,MT,2/15/08,1
8230,1003006,National Forest System Land Management Planning Implementation Proposed Land Management Planning Rule at 36 CFR Part 219 to Finish Rulemaking,EisDocument-UOFA-00271,Forest Service,Land Management Plan,,2/15/08,3
12683,1004619,Tongass Land and Resource Management Plan Plan Amendment Implementation Tongass National Forest AK,EisDocument-UOFA-02207,Forest Service,Land Management Plan;Mineral Resource Extraction,AK,2/15/08,13
356,1000086,Alaska Eskimo Whaling Commission for a Subsistence Hunt on Bowhead Whale for the Years 2008 through 2012 for Issuing Annual Quotas Proposes to Authorize Subsistence Harvests of the Western Arctic Stock of Bowhead Whales Bering Chukchi and Beaufort Seas AK,NOAA_0012,National Oceanic and Atmospheric Administration,,AK,1/25/08,7
11521,2001025,Snapper Grouper Fishery Amendment 15A Proposes Management Reference Points and Rebuilding Plans for Snowy Grouper Black Sea Bass and Red Porgy South Atlantic Region,EisDocument-UOFA-01660,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,,1/25/08,2
6386,1002347,Knik Arm Crossing Project To Provide Improved Access between the Municipality of Anchorage and Matanuska-Susitna Borough AK,EisDocument-UOFA-01379,Federal Highway Administration,Transportation,AK,1/18/08,2
10657,1003888,Rocky Mountain National Park Elk and Vegetation Management Plan Implementation Grand and Larimer Counties CO,2008_7002,National Park Service,,CO,1/4/08,1
9444,1003704,PROGRAMMATIC - South Bay Salt Pond Restoration Project Restored Tidal Marsh Managed Ponds Flood Control Measures and Public Access Features Don Edward San Francisco Bay National Wildlife Refuge Alameda Santa Clara and San Mateo Counties CA,2007_6017,Fish and Wildlife Service,,CA,12/28/07,1
3561,1001298,Eastern San Diego County Resource Management Plan Implementation El Centro Field Office San Diego County CA,2007_6041,Bureau of Land Management,,CA,12/7/07,1
14554,1005301,Yellowstone and Grand Teton National Parks and the John D. Rockefeller Jr. Memorial Parkway Winter Use Plan To Provide a Framework for Managing Winter Use Activities Implementation Fremont County ID Gallatin and Park Counties MT Park and Teton Counties WY,EisDocument-UOFA-02456,Forest Service,Recreation,ID;MT;WY,10/5/07,1
6392,1002350,Kobuk-Seward Peninsula Resource Management Plan from Point Lay to the North Sound and from the Bering and Chukchi Seas East to the Kobuk River AK,EisDocument-UOFA-02403,Bureau of Land Management,Land Management Plan;Transportation,AK,9/28/07,1
918,1000288,Baht Timber Sale Project Proposes to Harvest Timber and Temporary Road Construction on Zarembo Island Wrangell Ranger District Tongass National Forest AK,EisDocument-UOFA-01901,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,AK,9/14/07,1
2364,1000832,Citadel Project Area Proposes to Implement Multiple Resource Management Actions Northern Hills Ranger District Black Hills National Forest Lawrence County SD,EisDocument-UOFA-01629,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,9/14/07,1
6267,1002299,Kenai Winter Access Project Develop a Winter Access Management Plan for 2006/2007 Winter Season Implementation Seward Ranger District Chugach National Forest Located on the Kenai Peninsula in Southcentral AK,EisDocument-UOFA-00924,Forest Service,Recreation,AK,9/14/07,1
6414,1002355,Kuiu Timber Sale Area Proposes to Harvest Timber and Build Associated Temporary Roads US. Army COE Section 10 and 404 Permits North Kuiu Island Petersburg Ranger District Tongass National Forest AK,EisDocument-UOFA-01453,Forest Service,Land Management Plan,AK,9/7/07,1
962,1000307,Bandelier National Monument Ecological Restoration Plan Reestablish Healthy Sustainable Vegetative Conditions within the Pinon-Juniper Woodland Los Alamos and Sandoval Counties NM,EisDocument-UOFA-01729,National Park Service,Conservation/Restoration/ Bio. Resource use,NM,8/17/07,1
1811,1000623,Calhoun Point Comfort Liquefied Natural Gas (LNG) Project (Docket Nos. CP05-91-000 and CP06-380-00) Construction of New Pipeline on 73 acres Port of Port Lavaca Calhoun and Jackson Counties TX,EisDocument-UOFA-02231,Federal Energy Regulatory Commission,Energy generation/transmission,TX,8/17/07,1
12596,1004584,Thunder Basin Analysis Area Vegetation Management To Implement Best Management Grazing Practices and Activities Douglas Ranger District Medicine Bow-Routt National Forests and Thunder Basin National Grassland Campbell Converse and Weston Counties WY,EisDocument-UOFA-01832,Forest Service,Conservation/Restoration/ Bio. Resource use,WY,8/17/07,1
11939,1004366,Spears Vegetation Management Project Proposal to Use Commercial Timber Harvest Precommercial Thinning Prescribed Fire Grapple Piling and Hand Piling in the Mark Creek Watershed and Veaqie Creek Subwatershed Lookout Mountain Ranger District Ochoco National Forest Crook and Wheeler Counties OR,EisDocument-UOFA-02039,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,8/10/07,1
10991,3000055,San Luis Rio Colorado Project Proposes to Construct a 26-Mile Long 230 Kilovolt Double-Circuit Transmission Line from the International Border with Mexico to Western and Arizona Public Service Substations near Yuma County AZ,WAPA_7010,Western Area Power Administration,,AZ,8/3/07,1
8206,1002997,Natapoc Ridge Restoration Project To Improve Forest Health and Sustainability and Reduce Wildfire and Hazardous Fuels Wenatchee River Ranger District Okanogan-Wenatchee National Forest Chelan County WA,2007_9048,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,WA,6/22/07,1
467,1000129,Alturas Field Office Project Resource Management Plan Implementation Lassen Modoc Shasta and Siskiyou Counties CA,2007_9037,Bureau of Land Management,,CA,6/15/07,1
2355,1000828,Chukchi Sea Planning Area Oil and Gas Lease Sale 193 and Seismic Surveying Activities Offshore Marine Environment Chukchi Sea Coastal Plain and the North Slope Borough of Alaska,2007_9039,Minerals Management Service,,AK,6/15/07,45
12748,1004645,Traitors Cove Timber Sale Project Timber Harvest and Road Construction Implementation Revillagigedo Island Ketchikan-Misty Fiords Ranger District Tongass National Forest AK,EisDocument-UOFA-02160,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,AK,5/25/07,1
6401,2000564,Kootenai National Forest Invasive Plant Management Proposes to Manage Noxious Weed and Invasive Plant Species Lincoln Sanders Flathead Counties MT and Bonner and Boundary Counties ID,2007_9022,Forest Service,,,5/11/07,2
9451,2000895,PROGRAMMATIC - Steller Sea Lion and Northern Fur Seal Research Proposal to Disburse Funds and Issue Permit for Research AK WA OR and CA,2007_6020,National Oceanic and Atmospheric Administration,,AK;WA;OR;CA,5/11/07,22
17464,218,Chukchi Sea Planning Area Oil and Gas Lease Sale 193 and Seismic-Surveying Activities in the Chukchi Sea,BOEM_6001,Bureau of Ocean Energy Management,,MA,5/1/07,76
4024,1001462,Fishlake National Forest Off-Highway Vehicle Route Designation Project Proposes to Designate a System of Motorized Road Trails and Areas to Revise and Update the Existing Motorized Travel Plan UT,EisDocument-ALIGN-00008,Forest Service,Recreation,UT,12/22/06,2
4478,1001620,Gallatin National Forest Proposed Travel Management Plan Implementation Forest Land and Resource Management Madison Gallatin Park Meagher Sweetgrass and Carbon Counties MT,EisDocument-UOFA-02438,Forest Service,Recreation;Transportation,MT,12/22/06,1
841,1000260,Atlantic Rim Natural Gas Field Development Project Proposed Natural Gas Development to 2000 Wells 1800 to Coal Beds and 200 to Other Formations Carbon County WY,EisDocument-ALIGN-00340,Bureau of Land Management,Mineral Resource Extraction,WY,12/1/06,2
6341,1002330,Kings River Project Proposal to Restore Historical Pre-1850 Forest Conditions Implementation High Sierra Ranger District Sierra National Forest Fresno County CA,EisDocument-UOFA-01778,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,10/20/06,5
8756,2000758,North Zone Range 05 Project Reauthorizing Livestock Grazing on Eight Existing Allotments Black Hill National Forest Bearlodge and Northern Hills Ranger Districts Crook County WY and Lawrence County SD,EisDocument-UOFA-01474,Forest Service,Conservation/Restoration/ Bio. Resource use,,10/20/06,2
3573,1001302,Ebey's Landing National Historical Reserve General Management Plan Implementation Town of Coupeville Island County WA,EisDocument-UOFA-01818,National Park Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,WA,10/13/06,3
10522,1003844,Ring of Fire Resource Management Plan Implementation Alaska Peninsula Kodiak Island and Aleutain Islands AK,EisDocument-ALIGN-00356,Bureau of Land Management,Mineral Resource Extraction,AK,8/25/06,1
12569,1004575,Three Basins Timber Sale Project Proposal to Treat 760 Acres of Mature Forest Implementation Caribou-Targhee National Forest Montpellier Ranger District Bearlake and Caribou Counties ID,EisDocument-UOFA-01400,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,8/18/06,1
8832,1003253,Northern San Juan Basin Coal Bed Methane Project Proposal to Drill 300 Wells to Produce National Gas from Coal Beds on Federal State and Private Owned Lands Special-Use-Permit Application for Permit to Drill and US Army COE Section 404 Permit LaPlata and Archuleta Counties CO,EisDocument-UOFA-02312,Bureau of Land Management,Mineral Resource Extraction,CO,8/4/06,1
